,TIME,POSICAO,NOME,PONTUACAO,RODADA,G,A,FT,FD,FF,FS,SG,DS,DE,DP,PS,PP,PC,PI,I,GC,GS,FC,CV,CA,ADVERSARIO,CASA,FORA
1027,Bragantino,Atacante,Helinho,2.4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
1028,Athlético-PR,Meia,Terans,3.9,4,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
1029,São Paulo,Meia,Luan,0.9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Internacional,1,0
1030,Goiás,Meia,Zé Ricardo,4.2,4,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,Palmeiras,1,0
1031,Athlético-PR,Atacante,Canobbio,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
1032,América-MG,Atacante,Mateus Gonçalves,-0.5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cuiabá,1,0
1033,Cuiabá,Lateral,Matheus Alexandre,4.2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,América-MG,0,1
1034,América-MG,Meia,Emmanuel Martínez,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,1,0
1035,Cruzeiro,Atacante,Rafael Bilu,0.8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,1,0
1036,São Paulo,Atacante,Marcos Paulo,2.7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,Internacional,1,0
1037,Bragantino,Meia,Jadsom Silva,4.4,4,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,Grêmio,0,1
1038,Palmeiras,Meia,Gabriel Menino,1.1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Goiás,0,1
1039,Internacional,Zagueiro,Igor Gomes,1.9,4,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,São Paulo,0,1
1040,Athlético-PR,Meia,Christian,4.3,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
1041,Fortaleza,Meia,Vinícius Zanocelo,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1042,Coritiba,Meia,Matheus Bianqui,0.1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Bahia,0,1
1043,Fortaleza,Atacante,Moisés,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1044,Fortaleza,Técnico,Juan Vojvoda,4.23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1045,Bahia,Meia,Acevedo,-0.1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Coritiba,1,0
1046,Botafogo,Atacante,Luis Henrique,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1047,Athlético-PR,Lateral,Khellven,3.0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,Flamengo,1,0
1048,Athlético-PR,Goleiro,Bento,3.0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,Flamengo,1,0
1049,Corinthians,Lateral,Matheus Bidu,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1050,Vasco,Lateral,Lucas Piton,0.9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,0,1
1051,Corinthians,Meia,Roni,2.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1052,Internacional,Meia,Maurício,1.1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,São Paulo,0,1
1053,Cruzeiro,Atacante,Wesley,15.7,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,Santos,1,0
1054,Corinthians,Meia,Matheus Araújo,2.2,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1055,Bragantino,Goleiro,Lucão,-3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Grêmio,0,1
1056,Vasco,Atacante,Gabriel Pec,2.2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,0,1
1057,Vasco,Meia,Figueiredo,1.2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Fluminense,0,1
1058,Coritiba,Meia,Bruno Gomes,3.4,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Bahia,0,1
1059,Fortaleza,Meia,Caio Alexandre,9.7,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
1060,Bragantino,Zagueiro,Eduardo Santos,0.6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Grêmio,0,1
1061,São Paulo,Meia,Rodrigo Nestor,2.6,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,Internacional,1,0
1062,Bragantino,Zagueiro,Natan,0.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,Grêmio,0,1
1063,Palmeiras,Meia,Richard Ríos,3.1,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Goiás,0,1
1064,São Paulo,Meia,Michel Araújo,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1065,Athlético-PR,Atacante,Rômulo,0.2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
1066,Palmeiras,Lateral,Gustavo Garcia,5.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,0,1
1067,Goiás,Meia,Dodô,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
1068,Fluminense,Meia,André,1.4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Vasco,1,0
1069,Coritiba,Lateral,Natanael,2.4,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,Bahia,0,1
1070,Santos,Lateral,Nathan,0.9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,0,1
1071,Bahia,Meia,Diego Rosa,2.1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Coritiba,1,0
1072,Corinthians,Meia,Fausto Vera,0.7,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Fortaleza,1,0
1073,Cuiabá,Atacante,Isidro Pitta,0.6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,América-MG,0,1
1074,Vasco,Meia,Galarza,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
1075,Botafogo,Atacante,Victor Sá,17.5,4,1,0,0,3,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1076,Botafogo,Atacante,Matheus Nascimento,8.7,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1077,Athlético-PR,Atacante,Thiago Andrade,2.6,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
1078,Fortaleza,Meia,Calebe,5.7,4,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
1079,Santos,Atacante,Marcos Leonardo,9.3,4,0,1,0,1,2,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,Cruzeiro,0,1
1080,Santos,Zagueiro,Joaquim,2.2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,0,1
1081,Vasco,Meia,Andrey Santos,3.1,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Fluminense,0,1
1082,Botafogo,Lateral,Hugo,7.6,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1083,Athlético-PR,Meia,Bryan García,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
1084,Botafogo,Meia,Matías Segovia,1.7,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1085,Santos,Atacante,Ângelo,10.1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,0,1
1086,Palmeiras,Técnico,Abel Ferreira,9.68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,0,1
1087,Bragantino,Lateral,Andrés Hurtado,0.9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
1088,Atlético-MG,Lateral,Rubens,2.1,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Botafogo,0,1
1089,Fluminense,Atacante,John Kennedy,1.6,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Vasco,1,0
1090,Bahia,Atacante,Biel,11.4,4,1,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,1,Coritiba,1,0
1091,Bahia,Técnico,Renato Paiva,6.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coritiba,1,0
1092,Athlético-PR,Lateral,Pedrinho,3.8,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Flamengo,1,0
1093,Grêmio,Zagueiro,Gustavo Martins,-0.7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,Bragantino,1,0
1094,Corinthians,Meia,Adson,5.3,4,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,Fortaleza,1,0
1095,Flamengo,Goleiro,Matheus Cunha,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1096,Palmeiras,Meia,Fabinho,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Goiás,0,1
1097,Vasco,Meia,Rodrigo,2.4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
1098,Vasco,Meia,Marlon Gomes,-0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fluminense,0,1
1099,Bahia,Atacante,Arthur Sales,3.1,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Coritiba,1,0
1100,Grêmio,Lateral,Thomas Luciano,3.3,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Bragantino,1,0
1101,Cuiabá,Lateral,Mateusinho,3.3,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,América-MG,0,1
1102,Corinthians,Meia,Guilherme Biro,2.9,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1103,Cuiabá,Atacante,Quagliata,-0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,América-MG,0,1
1104,Goiás,Meia,Julián Palacios,5.8,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Palmeiras,1,0
1105,São Paulo,Zagueiro,Lucas Beraldo,7.9,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1106,Grêmio,Meia,Bitello,4.7,4,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Bragantino,1,0
1107,Cuiabá,Atacante,Emerson Ramon,1.4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,América-MG,0,1
1108,Grêmio,Goleiro,Gabriel Grando,3.5,4,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,Bragantino,1,0
1109,São Paulo,Meia,Pablo Maia,10.6,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Internacional,1,0
1110,Bragantino,Meia,Bruninho,6.2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
1111,Santos,Lateral,Lucas Pires,4.7,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,Cruzeiro,0,1
1112,Athlético-PR,Atacante,Vitor Roque,11.7,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,Flamengo,1,0
1113,Flamengo,Meia,Matheus França,2.2,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1114,Flamengo,Lateral,Wesley,2.9,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,Athlético-PR,0,1
1115,Palmeiras,Meia,Jhon Jhon,-0.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Goiás,0,1
1116,Vasco,Atacante,Rwan,3.5,4,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,0,1
1117,Grêmio,Meia,Mila,2.1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Bragantino,1,0
1118,Fluminense,Atacante,Lelê,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1119,Palmeiras,Atacante,Endrick,5.8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,Goiás,0,1
1120,Flamengo,Meia,Victor Hugo,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1121,Fortaleza,Meia,Hércules,3.2,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1122,Coritiba,Lateral,Jamerson,1.7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,Bahia,0,1
1123,Santos,Meia,Daniel Ruiz,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1124,Bragantino,Atacante,Thiago Borbas,9.7,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Grêmio,0,1
1125,Bragantino,Técnico,Pedro Caixinha,5.47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,0,1
1126,Vasco,Atacante,Eguinaldo,-0.8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Fluminense,0,1
1127,Santos,Meia,Ed Carlos,0.8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1128,Fluminense,Lateral,Alexsander,1.9,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Vasco,1,0
1129,Coritiba,Atacante,Kaio César,4.4,4,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bahia,0,1
1130,Cuiabá,Técnico,Ivo Vieira,4.779999999999999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,0,1
1131,Grêmio,Atacante,André,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
1132,Corinthians,Zagueiro,Murillo,1.1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Fortaleza,1,0
1133,Internacional,Atacante,Lucca,-1.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,São Paulo,0,1
1134,Corinthians,Atacante,Pedro,1.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Fortaleza,1,0
1135,Grêmio,Atacante,Zinho,5.5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
1136,Bahia,Meia,Cauly,11.8,4,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coritiba,1,0
1137,Cruzeiro,Técnico,Pepa,5.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,1,0
1138,Bragantino,Atacante,Henry Mosquera,-0.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Grêmio,0,1
1139,Santos,Atacante,Deivid Washington,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruzeiro,0,1
1140,Internacional,Técnico,Mano Menezes,4.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,0,1
1141,Fluminense,Goleiro,Fábio,-1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vasco,1,0
1142,São Paulo,Lateral,Rafinha,5.8,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,Internacional,1,0
1143,Corinthians,Lateral,Fábio Santos,1.8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Fortaleza,1,0
1144,Athlético-PR,Zagueiro,Thiago Heleno,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
1145,Fluminense,Lateral,Marcelo,6.5,4,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1146,Fluminense,Meia,Felipe Melo,-1.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Vasco,1,0
1147,Atlético-MG,Lateral,Mariano,2.1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Botafogo,0,1
1148,Atlético-MG,Atacante,Hulk,1.8,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
1149,América-MG,Técnico,Vagner Mancini,2.78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,1,0
1150,São Paulo,Técnico,Dorival Júnior,7.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1151,Corinthians,Técnico,Vanderlei Luxemburgo,4.04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1152,Grêmio,Técnico,Renato Gaúcho,5.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
1153,Corinthians,Goleiro,Cássio,-1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fortaleza,1,0
1154,Corinthians,Lateral,Fagner,6.4,4,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
1155,Fortaleza,Zagueiro,Titi,3.3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Corinthians,0,1
1156,Goiás,Técnico,Emerson Ávila,3.43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
1157,Coritiba,Zagueiro,Henrique,2.5,4,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Bahia,0,1
1158,Goiás,Lateral,Apodi,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
1159,Cuiabá,Goleiro,Walter,2.0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,América-MG,0,1
1160,Flamengo,Meia,Everton Ribeiro,5.1,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1161,Vasco,Meia,Alex Teixeira,4.9,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,Fluminense,0,1
1162,América-MG,Atacante,Felipe Azevedo,1.6,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cuiabá,1,0
1163,Cruzeiro,Atacante,Gilberto,4.3,4,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Santos,1,0
1164,Fluminense,Meia,Ganso,5.1,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1165,Coritiba,Meia,Willian Farias,2.6,4,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Bahia,0,1
1166,Atlético-MG,Meia,Edenílson,1.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
1167,Internacional,Zagueiro,Rodrigo Moledo,-0.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,São Paulo,0,1
1168,Internacional,Meia,Alan Patrick,1.5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,0,1
1169,Botafogo,Meia,Eduardo,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,1,0
1170,Santos,Meia,Camacho,5.0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,Cruzeiro,0,1
1171,América-MG,Lateral,Nino Paraíba,-0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cuiabá,1,0
1172,Cuiabá,Atacante,Wellington Silva,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,0,1
1173,Goiás,Atacante,Vinicius,2.2,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,1,0
1174,Palmeiras,Atacante,Dudu,10.2,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Goiás,0,1
1175,Corinthians,Zagueiro,Gil,0.9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Fortaleza,1,0
1176,São Paulo,Goleiro,Rafael,8.0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,Internacional,1,0
1177,Cruzeiro,Goleiro,Rafael Cabral,1.0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,Santos,1,0
1178,Cruzeiro,Zagueiro,Luciano Castán,1.6,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Santos,1,0
1179,Flamengo,Atacante,Marinho,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1180,Fortaleza,Meia,Lucas Sasha,7.8,4,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1181,Flamengo,Goleiro,Santos,1.0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,Athlético-PR,0,1
1182,Coritiba,Técnico,Antônio Carlos Zago,3.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,0,1
1183,Corinthians,Meia,Paulinho,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,1,0
1184,Atlético-MG,Atacante,Vargas,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Botafogo,0,1
1185,Athlético-PR,Atacante,Pablo,2.4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,1,0
1186,Goiás,Zagueiro,Sidimar,-0.8,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Palmeiras,1,0
1187,Grêmio,Atacante,Luis Suárez,13.3,4,1,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,Bragantino,1,0
1188,Grêmio,Zagueiro,Bruno Uvini,1.6,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,Bragantino,1,0
1189,Bragantino,Atacante,Eduardo Sasha,7.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Grêmio,0,1
1190,Coritiba,Goleiro,Gabriel,0.0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,Bahia,0,1
1191,Cuiabá,Zagueiro,Marllon,-0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,América-MG,0,1
1192,Flamengo,Técnico,Jorge Sampaoli,3.68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,0,1
1193,Grêmio,Lateral,Diogo Barbosa,0.5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,1,0
1194,Grêmio,Meia,Vina,-0.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bragantino,1,0
1195,Fortaleza,Goleiro,Fernando Miguel,6.0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,Corinthians,0,1
1196,Palmeiras,Goleiro,Weverton,9.0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Goiás,0,1
1197,Palmeiras,Zagueiro,Gustavo Gómez,4.8,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,Goiás,0,1
1198,Fortaleza,Atacante,Thiago Galhardo,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,0,1
1199,Botafogo,Meia,Gabriel Pires,8.6,4,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,Atlético-MG,1,0
1200,América-MG,Zagueiro,Danilo Avelar,-1.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Cuiabá,1,0
1201,Atlético-MG,Goleiro,Everson,3.0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,Botafogo,0,1
1202,Fluminense,Técnico,Fernando Diniz,4.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vasco,1,0
1203,Internacional,Meia,Gustavo Campanharo,7.8,4,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,São Paulo,0,1
1204,América-MG,Goleiro,Matheus Cavichioli,-0.3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,Cuiabá,1,0
1205,Internacional,Atacante,Pedro Henrique,0.7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,São Paulo,0,1
